"OBJECTID","CNN","STREETNAME","FROM_ST","TO_ST","FACILITY_T","DIRECT","SURFACE_TR","BARRIER","NOTES","DIR","DOUBLE","FY","QTR","STREET_","LENGTH","NUMBER_","INSTALL_MO","UPDATE_YR","UPDATE_MO","INSTALL_YR","GLOBALID","SYMBOLOGY","SHARROW","BUFFERED","RAISED","CONTRAFLOW","GREENWAVE","BIAP","SM_SWEEPER","shape","RECOMMENDATION"
"4188","2811000","BAYSHORE BLVD","FITZGERALD AVE","WAYLAND ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","Bayshore Blvd","0.01338408","44",,"0",,"2014",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.401875118 37.726964759, -122.401822426 37.726775261)","3"
"8027","11365000","SAN BRUNO AVE","ALEMANY BLVD","PERASTO AVE","CLASS IV","2W",,"SAFE-HIT POSTS",,"S",,,,"San Bruno Ave","0.03287264",,"1",,,"2021",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.408052784 37.735936987, -122.407669225 37.735570384)","1"
"1394","2756000","BATTERY ST","SACRAMENTO ST","COMMERCIAL ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"S","0","0","0","Battery St","0.03081662","11",,"2,023","1","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.400148778 37.794134235, -122.400239374 37.794575242)","3"
"513","306000","5TH ST","BRANNAN ST","BLUXOME ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"S","1","0","0","5th St","0.06100925","11",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39875545 37.776568382, -122.397969477 37.775941221)","3"
"2300","142000","2ND ST","BRYANT ST","TABER PL","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.02492823","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.393618075 37.783077854, -122.39329722 37.782821345)","3"
"8015","7036000","HOWARD ST","HAWTHORNE ST","NEW MONTGOMERY ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W",,,,"Howard St","0.03031586",,,"2,020","12","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.398977168 37.786209492, -122.399369534 37.785899248)","3"
"8018","7031000","HOWARD ST","FREMONT ST","BEALE ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W",,,,"Howard St","0.06757703",,,"2,020","12","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.394276228 37.789926231, -122.395150932 37.789234699)","3"
"2967","5663000","FOLSOM ST","MABINI ST","4TH ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","0","0","Folsom St","0.0606456","30",,"2,021","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.400374367 37.782644515, -122.401159719 37.782024267)","3"
"1189","7210001","INDUSTRIAL ST","I-280 CONNECTOR","101 SOUTH ON-RAMP","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Industrial St","0.06058617","45",,"2,021","1","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.408124579 37.737657378, -122.408464627 37.737489106, -122.408684497 37.73723393, -122.408789648 37.736997132)","3"
"521","7048000","HOWARD ST","LANGTON ST","RAUSCH ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.04506367","30",,"2,018","12","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.40992265 37.77755341, -122.410505753 37.777092185)","3"
"3150","10548000","POLK ST","LECH WALESA ST","GROVE ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","2,014","4","Polk St","0.03607967","95",,"2,021","11","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.418138569 37.777970664, -122.418226582 37.778489117)","3"
"3304","6261000","GOLDEN GATE AVE","CONTINUUM ALY","LEAVENWORTH ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"E",,"0","0","Golden Gate Ave","0.0453239","0","6","2,021","5","2016",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.413865603 37.781863339, -122.414683132 37.781759092)","0"
"831","130000","2ND ST","STEVENSON ST","JESSIE ST","CLASS IV","2W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"S","1","0","0","2nd St","0.03633685","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.400812303 37.788815497, -122.40034385 37.788442163)","3"
"825","136000","2ND ST","TEHAMA ST","CLEMENTINA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.0364612","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.397704485 37.786338615, -122.39723446 37.785963991)","3"
"418","6260000","GOLDEN GATE AVE","LEAVENWORTH ST","JONES ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E",,"0","0","Golden Gate Ave","0.09119125","0","6","2,021","5","2016",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.412220736 37.782073068, -122.413865603 37.781863339)","0"
"7688","12551102","THE EMBARCADERO","FOLSOM ST","HOWARD ST","CLASS IV","2W",,"CONCRETE",,"S","0","0","0","The Embarcadero","0.12776857","5",,"2,020","11","2000",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.390013178 37.790826904, -122.390355402 37.791115567, -122.39070889 37.791601537, -122.391086535 37.792445)","3"
"823","134000","2ND ST","NATOMA ST","HOWARD ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04131725","19",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.3987896 37.787203463, -122.398256963 37.78677895)","3"
"4350","7988201","LAGUNA HONDA BLVD","7TH AV","CLARENDON AV","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","Laguna Honda Blvd","0.27532923","65",,"2,017","6","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463627291 37.754788065, -122.463685561 37.754595347, -122.463802799 37.754145106, -122.463804487 37.753811246, -122.463742127 37.753610795, -122.463611268 37.753318489, -122.463365458 37.752994714, -122.46314165 37.752764761, -122.462752573 37.75247437, -122.462442081 37.752202938, -122.462149909 37.751885895, -122.461832767 37.751646762, -122.46161687 37.751545438, -122.461523603 37.751503561)","3"
"3942","785000","17TH ST","UTAH ST","POTRERO AVE","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.05439202","40",,"2,024","6","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.406429155 37.764547654, -122.407419738 37.76448783)","3"
"12171","8044000","LAKE MERCED BLVD","BERKSHIRE WY","SUNSET BLVD","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"E","1","0","0","Lake Merced Blvd","0.35523942","885","3",,,"2024",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.498001637 37.731277833, -122.498060255 37.731164586, -122.497870693 37.730730211, -122.497353647 37.72966838, -122.497232897 37.729489768, -122.497017439 37.729302534, -122.496699149 37.729123861, -122.496357484 37.729034208, -122.496034819 37.729012405, -122.49568823 37.729059182, -122.493469933 37.729596664)","3"
"7362","5459000","FELL ST","COLE ST","SHRADER ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"W","0","2,020",,"Fell St","0.09142538",,"8",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.450786708 37.772367664, -122.452242161 37.772180566, -122.452437462 37.772189173)","3"
"408","290000","5TH ST","STEVENSON ST","JESSIE ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.0230955","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.407482812 37.783528918, -122.407184628 37.783291992)","3"
"12170","8044000","LAKE MERCED BLVD","BERKSHIRE WY","SUNSET BLVD","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","Lake Merced Blvd","0.35523942","885","3",,,"2024",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.498001637 37.731277833, -122.498060255 37.731164586, -122.497870693 37.730730211, -122.497353647 37.72966838, -122.497232897 37.729489768, -122.497017439 37.729302534, -122.496699149 37.729123861, -122.496357484 37.729034208, -122.496034819 37.729012405, -122.49568823 37.729059182, -122.493469933 37.729596664)","3"
"2802","408000","8TH ST","NATOMA ST","HOWARD ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","2,017","4","8th St","0.04280075","23",,"2,017","5","2003",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.412157954 37.776660987, -122.411606113 37.776221356)","3"
"138","13052201","VALENCIA ST","MARKET ST","MC COPPIN ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1",,,"Valencia St","0.06371358","50",,"2,019","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.42261969 37.772502818, -122.422542351 37.772314558, -122.422484618 37.771711871, -122.422526343 37.771595103)","3"
"880","369000","7TH ST","MINNA ST","NATOMA ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","2,017","4","7th St","0.03593095","23",,"2,017","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410401493 37.778785372, -122.40993824 37.778416283)","3"
"12494","8053101","LAKE MERCED BLVD","LAKE MERCED HILL","UNNAMED #129","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"S","1","0","0","Lake Merced Blvd","0.14439364","885","1","2,026","1","2025",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.485383501 37.711318668, -122.485332641 37.710318074, -122.48515701 37.70949415, -122.485136377 37.709238075)","3"
"123","3693101","CARGO WAY","ILLINOIS ST","MENDELL ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"E","1","0","0","Cargo Way","0.19912581","44",,,,"2012",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","N/A","LINESTRING (-122.38311822 37.743883336, -122.383286538 37.743904904, -122.386098874 37.745512844)","3"
"1783","12674000","TRANSVERSE DR","OVERLOOK DR","JOHN F KENNEDY DR","CLASS IV","2W",,"CONCRETE",,"N","0","0","0","Transverse Dr","0.04879575","75",,"2,023",,"0",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.479463554 37.769876967, -122.479895428 37.770495879)","3"
"137","8759101","MARKET ST","VALENCIA ST","OCTAVIA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"W","1","0","0","Market St","0.07702949","50",,"2,019","5","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.42261969 37.772502818, -122.423619523 37.771716962)","3"
"2353","5680000","FOLSOM ST","DORE ST","10TH ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,014","0","Folsom St","0.04624477","30",,"2,018","1","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.412225006 37.773284781, -122.412824226 37.77281216)","3"
"4751","141000","2ND ST","STILLMAN ST","BRYANT ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04136652","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.394150515 37.783503509, -122.393618075 37.783077854)","3"
"2744","7553000","JOHN MUIR DR","SKYLINE BLVD","LAKE MERCED BLVD","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","0","0","0","John Muir Dr","0.75641227","885",,"0",,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.494695229 37.715924664, -122.494062317 37.715735778, -122.492963834 37.71524078, -122.492078609 37.714482551, -122.4912541 37.713388284, -122.490568639 37.71287992, -122.489296669 37.712064089, -122.488903857 37.711685825, -122.487803692 37.709419832, -122.487350832 37.708919182, -122.48626142 37.708335494, -122.485723865 37.70808573)","3"
"1820","2475000","CESAR CHAVEZ ST","MISSOURI ST","CONNECTICUT ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","1","0","0","Cesar Chavez St","0.05303444","60",,"0",,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.395307863 37.749803786, -122.396273544 37.7497456)","3"
"810","132000","2ND ST","MISSION ST","MINNA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04188166","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.399798024 37.788007161, -122.399255049 37.787579278)","3"
"11210","2760000","BATTERY ST","WASHINGTON ST","JACKSON ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"S",,,,"Battery St","0.06311394",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.400498743 37.795880003, -122.400694544 37.796781843)","3"
"3108","13062000","VALENCIA ST","CLARION AL","SYCAMORE ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.02337715","45",,"2,025","5","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421694847 37.762916815, -122.421662477 37.762578832)","3"
"5103","779000","17TH ST","DE HARO ST","CAROLINA ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","2,017","3","17th St","0.05302406","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.40063332 37.764897507, -122.401598999 37.764839237)","3"
"3297","5660000","FOLSOM ST","2ND ST","HAWTHORNE ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","0","0","Folsom St","0.0855218","30",,"2,021","5","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.396705177 37.78554213, -122.397811613 37.784666586)","3"
"2626","805000","17TH ST","CHURCH ST","SANCHEZ ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","17th St","0.12180684","40",,"2,018","9",,,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.42850875 37.762889866, -122.430726723 37.76275267)","3"
"4936","13061000","VALENCIA ST","17TH ST","CLARION AL","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.02648756","45",,"2,025","5","1984",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421731521 37.763299768, -122.421694847 37.762916815)","3"
"2771","8845201","MASONIC AVE","EWING TERR","TURK ST","CLASS IV","2W","GREEN PAINT","CONCRETE",,"N",,,,"Masonic Ave","0.10758417","55",,"2,018","8",,,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","YES","LINESTRING (-122.447351927 37.780152061, -122.447373392 37.780063264, -122.447098278 37.778714894, -122.447039806 37.778622308)","3"
"5029","6264000","GOLDEN GATE AVE","POLK ST","LARKIN ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"E",,"0","0","Golden Gate Ave","0.09218512","0","6","2,021","5","2016",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.417145612 37.781447495, -122.41880845 37.781235767)","0"
"52","10558000","POLK ST","OLIVE ST","O FARRELL ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","0","0","Polk St","0.03209395","20",,"2,019","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419454542 37.784500844, -122.419547854 37.78496026)","3"
"936","8755101","MARKET ST","VAN NESS AV","12TH ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS","Updated 2/2020, extended from half to full block","W","0","0","0","Market St","0.07710659","50",,"2,017","4","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419255606 37.775147074, -122.420254279 37.774358675)","3"
"870","9762000","OAK ST","BAKER ST","BRODERICK ST","CLASS IV","1W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"E","0","0","0","Oak St","0.09128624","30",,"2,017","1","2013",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.440735147 37.772712873, -122.4390886 37.772921982)","3"
"3695","4842000","DIVISION ST","VERMONT ST","SAN BRUNO AV","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","0","0","Division St","0.05209567","25",,"2,016","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.404990206 37.769714507, -122.405939204 37.76965901)","3"
"4181","790000","17TH ST","ALABAMA ST","HARRISON ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.04022745","123",,"2,018","5","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.412293396 37.764193376, -122.412858998 37.764159191, -122.413002684 37.764090861)","3"
"1395","2800101","BAYSHORE BLVD","OAKDALE AV","FLOWER ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","Bayshore Blvd","0.04409141","170",,"2,023","9","2012",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","NO","LINESTRING (-122.405242387 37.743051205, -122.405633472 37.742492396)","3"
"4496","303000","5TH ST","PERRY ST","BRYANT ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.07873169","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.401312102 37.778608333, -122.40029776 37.777799011)","3"
"5069","372000","7TH ST","FOLSOM ST","CLEVELAND ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2,017","4","7th St","0.04284805","4",,"2,017","5","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40784206 37.776746109, -122.407289658 37.776305953)","3"
"1467","291000","5TH ST","MINT PLZ","JESSIE ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.01308587","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.407184628 37.783291992, -122.407015678 37.78315775)","3"
"3603","697000","16TH ST","3RD ST","6TH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0",,,"16th St","0.09322841","2",,"2,021","1","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.389099105 37.76690348, -122.390797169 37.766802442)","3"
"506","300002","5TH ST","JENNIFER PL","SCOTT ALY","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","0","0","0","5th St","0.01435517","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.402704039 37.779719466, -122.402519165 37.779571843)","3"
"1024","2154000","ALEMANY BLVD","SAN BRUNO AVE","INDUSTRIAL ST ON RAMP","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","1","0","0","Alemany Blvd","0.11717972","45",,"2,021","1","2011",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.407252349 37.737565816, -122.407149373 37.737367871, -122.40700379 37.737093353, -122.406961708 37.736756476, -122.407010085 37.736529377, -122.407123351 37.73631357, -122.407296519 37.736121569, -122.407434426 37.736021749)","3"
"4192","2808000","BAYSHORE BLVD","DONNER AV","BACON ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"S","0","0","0","Bayshore Blvd","0.09153527","25",,"2,017","8","2014",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.402752244 37.729357164, -122.402209197 37.728101973)","3"
"2735","2476000","CESAR CHAVEZ ST","CONNECTICUT ST","EVANS AV","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","1","0","0","Cesar Chavez St","0.0555713","68",,"0",,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.396273544 37.7497456, -122.397285416 37.749684623)","3"
"1123","145000","2ND ST","SOUTH PARK","DE BOOM ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.01778919","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.392841608 37.7824571, -122.392612645 37.782274049)","3"
"1525","294000","5TH ST","MINNA ST","NATOMA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.03609909","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405931329 37.782296141, -122.405466275 37.781925018)","3"
"59","10558000","POLK ST","OLIVE ST","O FARRELL ST","CLASS IV","2W","GREEN PAINT; GREEN-BACKED SHARROWS","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03209395","25",,"2,019","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419454542 37.784500844, -122.419547854 37.78496026)","3"
"4417","12663000","TOWNSEND ST","4TH ST","5TH ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"W","0","0","0","Townsend St","0.17180951","30",,"2,020","3","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.394981481 37.777089332, -122.397206309 37.775332244)","3"
"2554","307000","5TH ST","BLUXOME ST","TOWNSEND ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","5th St","0.05923995","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.397969477 37.775941221, -122.397206309 37.775332244)","3"
"156","15049000","16TH ST","ILLINOIS ST","TERRY FRANCOIS BLVD","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","1","20","2","16th St","0.11135753",,"1",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38613562 37.767075978, -122.388164137 37.766957911)","3"
"765","8752201","MARKET ST","LEAVENWORTH ST","HAYES ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,,"0","0","0","Market St","0.09093908","25",,"2,011","5","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.414741222 37.77871943, -122.415925978 37.777795113)","3"
"3579","302000","5TH ST","HARRISON ST","PERRY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04122806","4",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.401843274 37.779032133, -122.401312102 37.778608333)","3"
"846","384000","7TH ST","DAGGETT ST","16TH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.05995718","5",,"2,019","7","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.39582644 37.767165957, -122.395060545 37.766544577)","3"
"3949","13064000","VALENCIA ST","18TH ST","19TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.11064","45",,"2,025","5","1986",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421578401 37.761700909, -122.421425212 37.760101293)","3"
"2055","13058000","VALENCIA ST","15TH ST","SPARROW ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.05663969","45",,"2,025","5","1974",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.422043812 37.766539577, -122.421964312 37.765720755)","3"
"12496","8054101","LAKE MERCED BLVD","UNNAMED #129","JOHN MUIR DR","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"S","0","0","0","Lake Merced Blvd","0.08836313","885","1","2,026","1","2025",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.485136377 37.709238075, -122.485149072 37.708833704, -122.48535948 37.708582319, -122.485510692 37.708382964, -122.485723865 37.70808573)","3"
"8645","3239101","BROTHERHOOD WAY","ALEMANY BLVD","ARCH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1",,,"Brotherhood Wy","0.20519309",,,"2,021","5","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463784944 37.711527138, -122.463914736 37.711665425, -122.464127284 37.711956341, -122.464424238 37.712161243, -122.465042163 37.712345646, -122.465780238 37.712396366, -122.466946877 37.712367637, -122.467072691 37.712421871)","0"
"2219","300002","5TH ST","JENNIFER PL","SCOTT ALY","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","5th St","0.01435517","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.402704039 37.779719466, -122.402519165 37.779571843)","3"
"296","7030000","HOWARD ST","MAIN ST","BEALE ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.06708013","30",,"2,020",,"2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.393407939 37.79061267, -122.394276228 37.78992623)","3"
"414","5336000","EVANS AVE","QUINT ST","RANKIN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0",,,"Evans Ave","0.12493469","68",,"2,022","10","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.390327941 37.744045929, -122.39218234 37.745100998)","3"
"10565","12553201","THE EMBARCADERO","MISSION ST","WASHINGTON ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","The Embarcadero","0.25657729","5",,"2,022","3","2004",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","NO","LINESTRING (-122.39249933 37.793768814, -122.395406648 37.796687324)","3"
