"OBJECTID","ADDRESS","LOCATION","STREET","PLACEMENT","RACKS","SPACES","GLOBALID","INSTALL_YR","INSTALL_MO","LAT","LON","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district"
"11559","256 Grant Avenue","Banana Republic","GRANT","SIDEWALK","2","4",,"2017","1","37.789195","-122.405226","POINT (-122.405225762 37.789195309)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"11648","739 LARKIN ST","UNKNOWN","LARKIN","SIDEWALK","1","2",,"2003","0","37.784816","-122.418089","POINT (-122.418088793 37.784816003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"9961","1555 IRVING ST","Woodside International School","IRVING","SIDEWALK","1","2",,"2010","0","37.763427","-122.474735","POINT (-122.474734786 37.763427009)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Sunset","7"
"8704","1001 Indiana Street","Woods Division ( SFMTA)","Indiana Street","SIDEWALK","2","4",,"2018","11","0","0","POINT (-122.391041141 37.757661187)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Potrero Hill","10"
"11831","510 VALENCIA ST","Five & Diamond","VALENCIA","SIDEWALK","1","2",,"0","0","37.764659","-122.422147","POINT (-122.422146795 37.764659006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10174","1823 DIVISADERO ST","Yoga Works","DIVISADERO","SIDEWALK","2","4",,"2006","0","37.786432","-122.440417","POINT (-122.440416789 37.786432004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"11479","900 VALENCIA ST","Dog Eared Books","20TH","SIDEWALK","1","2",,"0","0","37.75825","-122.421507","POINT (-122.421507095 37.758249746)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21305","240 Front St","Schroeder’s","Front St","SIDEWALK","1","2",,"2023","10",,,"POINT (-122.398844917 37.793931041)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"12060","210 KING ST","Borders","KING","SIDEWALK","3","3",,"0","0","37.777622","-122.393412","POINT (-122.393411797 37.777622002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission Bay","6"
"11083","2198 Filbert St","Rapha Cycle Club","FILBERT","SIDEWALK","2","4",,"2016","12","37.798095","-122.435643","POINT (-122.435642634 37.798095183)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"12395","48 VICENTE ST","dental office","VICENTE","SIDEWALK","1","2",,"0","0","37.739723","-122.466618","POINT (-122.46661779 37.73972269)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"21348","700 Duboce","CPMC Davies Campus","Duboce","SIDEWALK","2","4",,"2023","10",,,"POINT (-122.434987777 37.769162757)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","8"
"14224","569 Haight St.",,"Haight St.","SIDEWALK","2","4",,"2021","5",,,"POINT (-122.431549047 37.771974728)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"10169","1824 IRVING ST","Underdogs Sports Bar and Grill","IRVING","SIDEWALK","1","2",,"2011","6","37.763784","-122.477639","POINT (-122.477638786 37.763784009)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"10038","567 GOLDEN GATE AVE","UNKNOWN","GOLDEN GATE","SIDEWALK","1","2",,"2002","0","37.780827","-122.41993","POINT (-122.419929692 37.780826593)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"10799","3071 16TH ST","Pancho Villa Tacqueria","16TH","SIDEWALK","1","2",,"2006","0","37.764691","-122.421069","POINT (-122.421068795 37.764691005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21437","501 33rd Ave","Xpresso Tea","33rd Ave","SIDEWALK","1","2",,"2024","2",,,,"2024 Jan 05 02:11:47 PM","2024 Jun 17 10:17:16 AM",,
"8725","1122 Sutter Street","The Blue Buddha, Apt. complex","Sutter Street","SIDEWALK","1","2",,"2018","12","0","0","POINT (-122.41903241 37.78815673)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"12832","3560 Taraval","Tunnel Records + Beach Goods","Taraval","SIDEWALK","2","4",,"2019","12","37.74179281","-122.50418151","POINT (-122.50418151 37.741792806)","2020 Jan 31 02:21:37 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"11705","2961 16TH ST","Victoria Theater","16TH","SIDEWALK","1","2",,"0","0","37.764854","-122.418852","POINT (-122.418851795 37.764854004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"13948","3208 Mission Street","Bernal Heights Smiles","Mission Street","SIDEWALK","4","8",,"2020","12",,,"POINT (-122.420172923 37.745169394)","2020 Dec 31 12:16:52 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"21492","3433 25th Street",,"25th Street","SIDEWALK","1","2",,"2024","4",,,"POINT (-122.419070007 37.750403996)","2024 Jan 26 11:52:54 AM","2024 Jun 17 10:17:16 AM","Mission","9"
"21255","1011 Howard","Tenderloin Housing Clinic","Howard","SIDEWALK","2","4",,"2023","4",,,"POINT (-122.407338631 37.779510491)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"10057","3216 FOLSOM ST","Harvest Mills Market","FOLSOM","SIDEWALK","1","2",,"2011","6","37.746705","-122.413796","POINT (-122.413795797 37.746705006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"20422","1632 Market Street",,"Market Street","SIDEWALK","3","6",,"2022","12",,,"POINT (-122.420964915 37.773884609)","2023 Feb 03 03:09:14 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","6"
"11397","155 WINSTON DR","Merced Public Library","WINSTON","SIDEWALK","1","2",,"2002","0","37.726585","-122.474476","POINT (-122.474475791 37.726585012)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"12087","2929 19TH ST","The New School of SF","19TH","SIDEWALK","4","8",,"2015","10","37.760346","-122.411178","POINT (-122.411177643 37.760345675)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"14178","555 Beach Street",,"Beach Street","SIDEWALK","5","10",,"2021","4",,,"POINT (-122.418180121 37.806963939)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","North Beach","3"
"10239","735 VALLEJO ST","North Beach Garage","VALLEJO","GARAGE","8","16",,"2015","6","37.798415","-122.40947","POINT (-122.409470391 37.798415471)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"9593","359 Divisidero St","Vinyl Coffee","DIVISADERO","SIDEWALK","2","4",,"2017","5","37.772733","-122.437479","POINT (-122.437478602 37.772733439)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"10902","399 GROVE ST","Boxing Room","GROVE","SIDEWALK","1","2",,"0","0","37.777599","-122.422751","POINT (-122.422750793 37.777599003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"10771","845 OFARRELL ST","residential","OFARRELL","SIDEWALK","1","2",,"2010","11","37.784821","-122.418566","POINT (-122.418565892 37.784821423)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"12559","753 7th Avenue","Safeway","7th Avenue","SIDEWALK","3","6",,"2019","12","37.77435951","-122.46488405","POINT (-122.464884046 37.77435951)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"10212","3839 MISSION ST","Giovanni's Pizza","MISSION","SIDEWALK","1","2",,"2012","7","37.735517","-122.424354","POINT (-122.424353797 37.735517007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"9493","1821 HAIGHT ST","The Nightbreak","HAIGHT","SIDEWALK","1","2",,"2002","0","37.76903","-122.452293","POINT (-122.45229279 37.769030007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","5"
"11900","397 ELLIS ST","Cinnabar","JONES","SIDEWALK","2","4",,"2013","7","37.784679","-122.412516","POINT (-122.412515793 37.784679002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"9583","1495 OCEAN AVE","Ocean Psychic","OCEAN","SIDEWALK","1","2",,"2010","0","37.724298","-122.458133","POINT (-122.458132794 37.724298011)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Oceanview/Merced/Ingleside","11"
"9681","4001 JUDAH ST","Outerlands Cafe","JUDAH","SIDEWALK","2","4",,"2010","0","37.760247","-122.505006","POINT (-122.505005782 37.760247012)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"9181","301 SOUTH VAN NESS AVE","New Central Café/Simon's 301","14TH","SIDEWALK","2","4",,"2015","9","37.768363","-122.417711","POINT (-122.417711222 37.768362589)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10385","578 MARKET ST","Quizno's","MARKET","SIDEWALK","1","2",,"2005","0","37.789635","-122.401435","POINT (-122.401434795 37.789635001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"8812","2341 Irving St","Mang Van Inc.","Irving Street","SIDEWALK","1","2",,"2017","7","0","0","POINT (-122.483266409 37.763043731)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"9537","141 LELAND AVE","residential","LELAND","SIDEWALK","1","2",,"2009","0","37.712021","-122.406458","POINT (-122.406457802 37.712021008)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Visitacion Valley","10"
"12278","2200 OFARRELL ST","Kaiser","OFARRELL","SIDEWALK","1","2",,"2002","0","37.782457","-122.441112","POINT (-122.44111169 37.782457424)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Western Addition","2"
"20507","4066 24th St","Moonshot Studio","24th St","SIDEWALK","1","2",,"2022","12",,,"POINT (-122.433290974 37.751360149)","2023 Feb 03 03:27:23 PM","2024 Jun 17 10:17:16 AM","Noe Valley","8"
"12630","301 22nd ave","YMCA","22nd ave","SIDEWALK","1","2",,"2019","12","37.78196648","-122.48165584","POINT (-122.481655838 37.781966475)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"11933","2417 CALIFORNIA ST","Curbside Cafe","CALIFORNIA","SIDEWALK","1","2",,"2006","0","37.788684","-122.43404","POINT (-122.434039791 37.788684003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"10812","1414 CALIFORNIA ST","Nob Hill Hardware","CALIFORNIA","SIDEWALK","1","2",,"2003","0","37.791171","-122.417691","POINT (-122.417690792 37.791171002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"8555","139 Duboce Avenue","Apartment/Residential","Duboce Avenue","SIDEWALK","1","2",,"2018","2","0","0","POINT (-122.423243281 37.769580881)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9929","255 3RD ST","Moscone Center","03RD","GARAGE","19","38",,"0","0","37.78462","-122.399471","POINT (-122.399470795 37.784620001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10723","83 Eddy Street","Little Dehli","EDDY","SIDEWALK","1","2",,"2017","4","37.784317","-122.409015","POINT (-122.409015366 37.784316993)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","3"
"8586","2055 Union Street","Illy Caffe","Union Street","SIDEWALK","1","2",,"2018","4","0","0","POINT (-122.43307088 37.797112819)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"11578","717 MONTEREY BLVD","Big Joe's Broiler 2","MONTEREY","SIDEWALK","1","2",,"2010","0","37.731242","-122.451583","POINT (-122.451582793 37.73124201)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"10095","264 KEARNY ST","Starbucks","BUSH","SIDEWALK","1","2",,"2004","0","37.790658","-122.403751","POINT (-122.403750795 37.790658001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"14439","2545 Rivera",,"Rivera","SIDEWALK","1","2",,"2021","10",,,"POINT (-122.493597486 37.745906299)","2023 Nov 13 03:21:07 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"13516","1515 Taraval St","Cindy Nail Salon","Taraval St","SIDEWALK","2","4",,"2020","3",,,"POINT (-122.482369146 37.742764656)","2020 Jun 19 03:02:41 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"10071","2449 BALBOA ST","Balboa Bi-Rite","BALBOA","SIDEWALK","1","2",,"2002","0","37.776066","-122.48523","POINT (-122.485229784 37.776066009)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"11580","425 CALIFORNIA ST","Chase Building","CALIFORNIA","SIDEWALK","1","2",,"0","0","37.792791","-122.40134","POINT (-122.401339794 37.792791002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"13981","619 7th St",,,"SIDEWALK","1","2",,"2020","9",,,"POINT (-122.402804791 37.772720425)","2020 Dec 31 12:19:07 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"11978","801 TREAT AVE","Las Americas CDC","TREAT","SIDEWALK","1","2",,"2013","4","37.756822","-122.412738","POINT (-122.412737497 37.756821845)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12038","195 05TH AVE","Ro Cafe","CALIFORNIA","SIDEWALK","2","4",,"2015","1","37.784934","-122.463756","POINT (-122.463755585 37.784934206)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"12231","1725 POLK ST","Miller's East Coast Deli","POLK","SIDEWALK","1","2",,"2002","0","37.792729","-122.421447","POINT (-122.421446792 37.792729002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Russian Hill","3"
"10266","3200 24TH ST","Napper Tandy","24TH","SIDEWALK","1","2",,"2004","0","37.752467","-122.416575","POINT (-122.416574797 37.752467005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"13796","5499 California",,"California","SIDEWALK","1","2",,"2020","9",,,"POINT (-122.476330788 37.784284182)","2020 Dec 31 12:01:54 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"13504","425 South Van Ness","Roots San Francisco","South Van Ness","SIDEWALK","1","2",,"2020","3",,,"POINT (-122.417613939 37.766377166)","2020 Jun 19 03:02:41 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12286","525 MARKET ST","U-Sushi","MARKET","SIDEWALK","2","4",,"2015","8","37.790484","-122.399621","POINT (-122.399621164 37.790484354)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11742","865 MARKET ST","Westfield Centre","MARKET","SIDEWALK","3","6",,"2010","0","37.783942","-122.407145","POINT (-122.407144794 37.783942002)","2024 Jan 26 12:36:28 PM","2024 Jun 17 10:17:16 AM","South of Market","6"
"12309","301 SOUTH VAN NESS AVE","New Central Cafe","14TH","SIDEWALK","2","4",,"2015","1","37.768281","-122.417506","POINT (-122.417506094 37.768280804)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9794","243 WEST PORTAL AVE","Walter Adams Framing","WEST PORTAL","SIDEWALK","1","2",,"2015","1","37.738344","-122.468125","POINT (-122.46812509 37.73834391)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"11098","1042 CLEMENT ST","Healthy Spirits","CLEMENT","SIDEWALK","2","4",,"2013","5","37.782845","-122.470519","POINT (-122.470518784 37.782845007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"20347","55 Clement st.","Ornot","Clement st.","SIDEWALK","3","6",,"2022","6",,,"POINT (-122.459625337 37.783168194)","2023 Feb 03 03:09:17 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"14092","750 Clay Street","Portsmouth Square","Clay Street","SIDEWALK","3","6",,"2021","1",,,"POINT (-122.40548251 37.794376032)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"8890","1830 Sutter St","Nihonmachi Little Friends","Sutter St","SIDEWALK","1","1",,"2017","9","0","0","POINT (-122.430560311 37.786716809)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","5"
"11306","1708 OCEAN AVE","Miracle Cleaners","OCEAN","SIDEWALK","1","2",,"2010","0","37.724983","-122.460179","POINT (-122.460178793 37.724983011)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"8550","90 Walter Street","Apartment/Residential","Walter Street","SIDEWALK","1","2",,"2018","7","0","0","POINT (-122.432479611 37.767726891)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Castro/Upper Market","8"
"20804","15th and Folsom",,"Folsom Street","ROADWAY","3","6",,"2022","9",,,"POINT (-122.415462128 37.766937057)","2023 Mar 06 12:34:54 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11383","298 VALENCIA ST","Carlin's Cafe","VALENCIA","SIDEWALK","1","2",,"2004","0","37.768299","-122.422518","POINT (-122.422517793 37.768299005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9422","300 PINE ST","Speedway","PINE","SIDEWALK","1","2",,"2013","3","37.792252","-122.401229","POINT (-122.401228794 37.792252002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"14126","10 Mirabel Ave",,"Mirabel Ave","SIDEWALK","1","2",,"2021","1",,,"POINT (-122.417372756 37.746120475)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"10440","2700 24TH ST","Wok & Go Chinese Restaurant","POTRERO","SIDEWALK","1","2",,"2012","2","37.753143","-122.406678","POINT (-122.406677798 37.753143005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9816","225 BUSH ST","Lithium Technologies (14th Floor)","BUSH","SIDEWALK","2","4",,"2015","9","37.791057","-122.401142","POINT (-122.401142453 37.791056855)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"13852","1709 Balboa St.",,"Balboa St.","SIDEWALK","1","2",,"2020","10",,,"POINT (-122.477159505 37.776643311)","2020 Dec 31 12:11:27 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"11532","3295 20TH ST","Kadist Art Foundation","20TH","SIDEWALK","1","2",,"2012","10","37.75874","-122.414355","POINT (-122.414354797 37.758740005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11877","465 MISSOURI ST","Daniel Webster CDC","MISSOURI","SIDEWALK","1","2",,"2013","3","37.760516","-122.395831","POINT (-122.395830799 37.760516003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Potrero Hill","10"
"9456","2288 MISSION ST","Taqueria Cancun","MISSION","SIDEWALK","1","2",,"2010","12","37.760466","-122.4195","POINT (-122.419499796 37.760466005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"8871","870 Valencia Street","Borderlands Cafe","Valencia Street","SIDEWALK","1","2",,"2018","3","0","0","POINT (-122.42163458 37.758982001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"20494","2501 2501 Ocean Ave","Lakeside shopping center (I think)","2501 Ocean Ave","SIDEWALK","2","4",,"2023","1",,,"POINT (-122.472276549 37.731266642)","2023 Feb 03 03:21:45 PM","2024 Jun 17 10:17:16 AM","West of Twin Peaks","7"
"13845","3301 Fillmore St",,"Fillmore St","SIDEWALK","1","2",,"2020","10",,,"POINT (-122.436059083 37.799957998)","2020 Dec 31 12:11:27 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"12516","2701 Folsom Street","SF Dharma Collective","Folsom Street","SIDEWALK","1","2",,"2019","12","37.75394021","-122.41420841","POINT (-122.414208413 37.753940206)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12580","50 Scott Street","Harvey Milk Center for Arts","Scott Street","SIDEWALK","2","4",,"2019","12","37.76962397","-122.43498615","POINT (-122.434986149 37.769623974)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Haight Ashbury","8"
"14257","1403 Larkin","Souvenir Coffee","Larkin","SIDEWALK","2","4",,"2021","7",,,"POINT (-122.419050573 37.790910865)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"9739","1032 CLEMENT ST","Cafe la Flore","CLEMENT","SIDEWALK","1","2",,"2003","0","37.782845","-122.470519","POINT (-122.470518784 37.782845007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"13639","179 Julian Avenue","Kalesh Hotel","Julian Avenue","SIDEWALK","4","8",,"2020","7",,,"POINT (-122.420949983 37.765376888)","2020 Jun 19 04:23:31 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"13814","708 Polk Street","Thai Idea, Secret Bar, Son & Garden","Polk Street","SIDEWALK","3","6",,"2020","9",,,"POINT (-122.419205083 37.783273678)","2020 Dec 31 12:01:54 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"13888","1626 Union",,"Union","SIDEWALK","1","2",,"2020","11",,,"POINT (-122.426140314 37.798286428)","2020 Dec 31 12:13:42 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"8722","98 Mission Street","Super Duper Burgers","Mission Street","SIDEWALK","2","4",,"2018","5","0","0","POINT (-122.394057601 37.792910789)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"21178",,"Mallard Lake","Martin Luther King Jr Drive","SIDEWALK","6","12",,"2023","10",,,"POINT (-122.486068216 37.766991991)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Golden Gate Park","4"
"11168","606 FOLSOM ST","Zare at Fly Trap","FOLSOM","SIDEWALK","1","2",,"2015","7","37.78553","-122.397112","POINT (-122.397111796 37.785530001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"9297","152 CLEMENT ST","CitiKids","CLEMENT","SIDEWALK","1","2",,"2002","0","37.783345","-122.461036","POINT (-122.461035786 37.783345007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"13522","1298 Sansome","Levi Plaza","Sansome","SIDEWALK","7","14",,"2020","3",,,"POINT (-122.402945021 37.802075576)","2020 Jun 19 03:02:41 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"8574","2545 24th Street","Junior Bar","24th Street","SIDEWALK","1","2",,"2018","6","0","0","POINT (-122.40512555 37.752847781)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","10"
"12776","320 King Street",,"King Street","SIDEWALK","5","10",,"2019","12","37.77597183","-122.39471008","POINT (-122.394710084 37.775971828)","2020 Jan 31 02:21:37 PM","2024 Jun 17 10:17:16 AM","Mission Bay","6"
"14284","505 8th Ave","M & K Market","8th Ave","SIDEWALK","1","2",,"2021","9",,,"POINT (-122.46628063 37.778747059)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"11591","663 SOUTH VAN NESS AVE","Citywide Logistics","18TH","SIDEWALK","1","2",,"2004","0","37.762499","-122.417242","POINT (-122.417241796 37.762499005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12583","622 Delancy Street","Crossroads Cafe","Delancy Street","SIDEWALK","1","2",,"2019","12","37.78339665","-122.38959315","POINT (-122.389593149 37.783396652)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10122","685 MARKET ST","La Boulange Cafe & Bakery","MARKET","SIDEWALK","2","4",,"2013","1","37.787641","-122.402746","POINT (-122.402745794 37.787641002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11987","4146 18TH ST","Toad Hall","18TH","SIDEWALK","1","2",,"2006","0","37.761023","-122.435889","POINT (-122.435888793 37.761023006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Castro/Upper Market","8"
"14155","714 Pacific Ave","Dee Dee Boutique","Pacific Ave","SIDEWALK","1","2",,"2021","3",,,"POINT (-122.40709332 37.796877436)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"10835","929 BUSH ST","Tina's Salon","BUSH","SIDEWALK","1","2",,"2011","11","37.789477","-122.412579","POINT (-122.412578794 37.789477003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"8671","44 Page Street","Kanbar Center","Page Street","SIDEWALK","1","2",,"2019","2","0","0","POINT (-122.421595701 37.77445063)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","6"
"11269","3316 22ND ST","Little Tree Studios","22ND","ROADWAY","5","10",,"2013","8","37.755471","-122.421438","POINT (-122.421437796 37.755471005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12759","1307 Stevenson St",,"Stevenson St","SIDEWALK","2","4",,"2019","12","37.7713856","-122.42171272","POINT (-122.421712717 37.771385596)","2020 Jan 31 02:21:37 PM","2024 Jun 17 10:17:16 AM","Mission","6"
"10089","3013 24TH ST","24th Street Head Start","24TH","SIDEWALK","1","2",,"2003","0","37.75245","-122.412208","POINT (-122.412207797 37.752450004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"13513","1772 Silver Ave",,"Silver Ave","SIDEWALK","3","6",,"2020","3",,,"POINT (-122.40323839 37.733823939)","2020 Jun 19 03:02:41 PM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"20335","2412 Folsom St","La Tira Wax Studio","Folsom St","SIDEWALK","1","2",,"2022","4",,,"POINT (-122.414670971 37.758578977)","2023 Feb 03 03:11:18 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10702","506 HAYES ST","Timbuk2","HAYES","ROADWAY","6","12",,"2010","12","37.776811","-122.424899","POINT (-122.424898793 37.776811003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"20271","291 Duboce","FedEx","Duboce","SIDEWALK","1","2",,"2022","2",,,"POINT (-122.42605595 37.769645085)","2023 Feb 03 03:10:46 PM","2024 Jun 17 10:17:16 AM","Mission","8"
