"OBJECTID","ADDRESS","LOCATION","STREET","PLACEMENT","RACKS","SPACES","GLOBALID","INSTALL_YR","INSTALL_MO","LAT","LON","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district"
"12829","601 Mission St",,"Mission St","SIDEWALK","3","6",,"2019","12","37.78794565","-122.39986121","POINT (-122.399861212 37.787945654)","2020 Jan 31 02:21:37 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10641","2020 LANE ST","Butchertown Gourmet","LANE","SIDEWALK","1","2",,"2015","6","37.729423","-122.392185","POINT (-122.392184804 37.729422605)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"20492","2341 Folsom Street","Chuy’s Fiesta’s Restaurant","Folsom Street","SIDEWALK","1","2",,"2023","1",,,"POINT (-122.414784987 37.759788407)","2023 Feb 03 03:21:40 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11569","131 STEUART ST","Little Saigon","STEUART","SIDEWALK","1","2",,"2010","0","37.793007","-122.392361","POINT (-122.392360796 37.793007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11331","544 CAPP ST","La Boulange Cafe & Bakery","CAPP","SIDEWALK","1","2",,"2010","0","37.757916","-122.418192","POINT (-122.418191796 37.757916005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"13779","5112 3rd Street","Word. A Cafe","3rd Street","SIDEWALK","3","6",,"2020","8",,,"POINT (-122.391702174 37.732148555)","2020 Dec 31 11:57:52 AM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"11333","820 CLEMENT ST","Goodwill","CLEMENT","SIDEWALK","1","2",,"2006","0","37.783019","-122.468131","POINT (-122.468130786 37.783019007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"9653","408 JACKSON ST","Montgomery Gallery","JACKSON","SIDEWALK","1","2",,"2010","9","37.796734","-122.402123","POINT (-122.402122794 37.796734001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"9379","3998 18TH ST","7-Eleven","18TH","SIDEWALK","1","2",,"2011","8","37.761187","-122.432547","POINT (-122.432546793 37.761187006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Castro/Upper Market","8"
"8561","2101 Irving Street","22nd Avenue Market","Irving Street","SIDEWALK","3","6",,"2017","7","0","0","POINT (-122.480544339 37.763166272)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"11640","250 14TH ST","San Francisco Herb Co","14TH","SIDEWALK","1","2",,"2011","2","37.768634","-122.418752","POINT (-122.418751794 37.768634004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9629","1917 Irving St","Western Union","IRVING","SIDEWALK","1","2",,"2017","7","37.763438","-122.478383","POINT (-122.478383395 37.76343752)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"13831","450 Mission","Salesforce","Mission","SIDEWALK","2","4",,"2020","9",,,"POINT (-122.397146628 37.790111973)","2020 Dec 31 12:01:54 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10990","530 HAIGHT ST","Post All Center","HAIGHT","SIDEWALK","1","2",,"2010","0","37.772271","-122.430831","POINT (-122.430830792 37.772271005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"9782","1355 VALENCIA ST","Murphy Investments Property Management","VALENCIA","SIDEWALK","1","2",,"2013","4","37.751287","-122.420222","POINT (-122.420221796 37.751287006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11895","32 OTIS ST","City Ballet School","OTIS","SIDEWALK","2","4",,"2004","0","37.772796","-122.419561","POINT (-122.419560794 37.772796004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","6"
"11682","11 03RD ST","Subway","03RD","SIDEWALK","0","0",,"2015","8","37.787436","-122.403293","POINT (-122.403293258 37.787435768)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10731","1290 09TH AVE","Hotei Restaurant","09TH","SIDEWALK","1","2",,"2005","0","37.764291","-122.466108","POINT (-122.466107788 37.764291008)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Sunset","7"
"13919","1327 Chestnut St","Dianne Nola - Curly Hair Specialist","Chestnut St","SIDEWALK","2","4",,"2020","12",,,"POINT (-122.425273759 37.802220412)","2020 Dec 31 12:16:52 PM","2024 Jun 17 10:17:16 AM","Marina","2"
"12603","1851 Gough Street","Lafayette Park","Gough Street","SIDEWALK","2","4",,"2019","12","37.79041938","-122.42572087","POINT (-122.425720868 37.790419384)","2020 Jan 31 02:21:38 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"8992","240 Kearny Street","Mixt","Kearny Street","SIDEWALK","1","2",,"2018","4","0","0","POINT (-122.403760422 37.790401729)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"21489","3364 25th Street",,"25th Street","SIDEWALK","1","2",,"2024","4",,,"POINT (-122.417640976 37.750818021)","2024 Jan 26 11:52:54 AM","2024 Jun 17 10:17:16 AM","Mission","9"
"9826","2305 IRVING ST","Little Paris","IRVING","SIDEWALK","1","2",,"2003","0","37.763066","-122.482629","POINT (-122.482628786 37.763066009)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"10011","1898 HYDE ST","Lemanski and Rockwell Architects","HYDE","SIDEWALK","2","4",,"2015","1","37.798264","-122.418884","POINT (-122.41888359 37.798263902)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Russian Hill","3"
"10308","1200 Polk st","El Super Burrito","POLK","SIDEWALK","1","2",,"2016","8","37.787782","-122.420033","POINT (-122.420033488 37.787781526)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"9797","170 GRANT AVE","Cannell Capital","GRANT","SIDEWALK","1","2",,"2010","11","37.788544","-122.40495","POINT (-122.404949794 37.788544002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"11503","600 16TH ST","UCSF Mission Bay Genentech Hall","CAMPUS LANE","PARCEL","48","48",,"2005","0","37.767625","-122.392397","POINT (-122.392396799 37.767625002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission Bay","6"
"10620","3464 19TH ST","Lexington Club","19TH","SIDEWALK","1","2",,"2004","0","37.760339","-122.420787","POINT (-122.420786595 37.760339275)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"12013","2872 FOLSOM ST","The Yoga Society of SF","FOLSOM","SIDEWALK","2","4",,"2012","2","37.75143","-122.414315","POINT (-122.414314797 37.751430006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"20239","100 Drumm Street","4 Embarcadero Center","Drumm Street","SIDEWALK","2","4",,"2022","2",,,"POINT (-122.396594241 37.794677369)","2023 Feb 03 03:09:46 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"8793","1776 18th Street","OpenScope Studio","18th Street","SIDEWALK","1","2",,"2018","7","0","0","POINT (-122.400054351 37.762560841)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Potrero Hill","10"
"9516","141 KEARNY ST","UNKNOWN","KEARNY","SIDEWALK","1","2",,"2003","0","37.789466","-122.4041","POINT (-122.404099794 37.789466001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"20459","521 Balboa Street","Scenic Routes Community Bicycle Center","Balboa Street","SIDEWALK","2","4",,"2023","1",,,"POINT (-122.46430698 37.777229171)","2023 Feb 03 03:21:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"8717","1844 Market Street","N/A","Market Street","SIDEWALK","1","2",,"2018","9","0","0","POINT (-122.424425162 37.77155301)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","8"
"10744","155 FELL ST","Rickshaw Shop","FELL","SIDEWALK","2","4",,"2006","0","37.77598","-122.420447","POINT (-122.420446793 37.775980004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","6"
"13587","4508 Third Street","Las Isletas","Third Street","SIDEWALK","2","4",,"2020","5",,,"POINT (-122.389984615 37.737069187)","2020 Jun 19 03:47:16 PM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"9388","307 KEARNY ST","muraccis Japanese Curry","KEARNY","SIDEWALK","1","2",,"2010","0","37.790892","-122.404251","POINT (-122.404250793 37.790892001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"21424","4720 Geary","Shiatsu Massage","Geary","SIDEWALK","1","2",,"2024","2",,,,"2024 Jan 05 02:11:47 PM","2024 Jun 17 10:17:16 AM",,
"12055","3545 GEARY BLVD","Telegraph Crossfit","GEARY","SIDEWALK","1","2",,"2013","5","37.781038","-122.456993","POINT (-122.456992987 37.781038056)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Lone Mountain/USF","2"
"11873","720 YORK ST","Benjamini Associates","YORK","SIDEWALK","1","2",,"2012","6","37.759821","-122.40919","POINT (-122.409189797 37.759821004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21290","1392 Alemany Boulevard",,"Alemany Boulevard","SIDEWALK","1","2",,"2023","6",,,"POINT (-122.43397121 37.729507044)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Outer Mission","11"
"11253","535 MISSION ST","Shaw Alley","MISSION","SIDEWALK","2","4",,"2015","7","37.78875","-122.398027","POINT (-122.398027395 37.788750401)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10103","1830 HARRISON ST","UNKNOWN","HARRISON","SIDEWALK","1","2",,"2004","0","37.76798","-122.413941","POINT (-122.413940795 37.767980005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11567","900 HYDE ST","St. Francis Memorial Hospital","HYDE","SIDEWALK","2","4",,"2015","1","37.789543","-122.416673","POINT (-122.416672991 37.789543203)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"11641","1706 Post Street","Buchanan Mall","POST","SIDEWALK","4","8",,"2017","3","37.785615","-122.429934","POINT (-122.429934265 37.785614986)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Japantown","5"
"12088","2938 WASHINGTON ST","San Francisco Waldorf School","WASHINGTON","SIDEWALK","2","4",,"2015","12","37.790738","-122.441657","POINT (-122.441657087 37.790738016)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"13636","2600 16th St","Dandelion Chocolate","16th St","SIDEWALK","4","8",,"2020","7",,,"POINT (-122.412486107 37.765493804)","2020 Jun 19 04:23:31 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21219","1550 4th Street",,"4th Street","SIDEWALK","3","6",,"2023","2",,,"POINT (-122.391182239 37.769302616)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Mission Bay","6"
"21834","3437 A Mission St","New Looks Salon","Mission","SIDEWALK","1","2",,"2024","4",,,"POINT (-122.422346961 37.741673321)","2024 Jan 26 11:52:54 AM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"9310","360 GROVE ST","Performing Arts Garage","GROVE","GARAGE","12","24",,"2015","1","37.777959","-122.422517","POINT (-122.422516893 37.777959154)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"11984","730 Polk St","Project Open Hand","POLK","SIDEWALK","4","8",,"2016","8","37.783616","-122.419195","POINT (-122.419195419 37.783616306)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"21138","2845 Mission","0","Mission Street","SIDEWALK","1","2",,"2023","11",,,"POINT (-122.418327899 37.751488964)","2023 Nov 13 03:31:03 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10193","1 DR CARLTON B GOODLETT PL","City Hall","POLK","SIDEWALK","2","4",,"2002","0","37.778841","-122.419017","POINT (-122.419016792 37.778841003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"10064","1396 La Playa St","java beach cafe","LA PLAYA","SIDEWALK","1","2",,"2016","8","37.760378","-122.509061","POINT (-122.509061157 37.760377573)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"21456","""399"" 23rd Ave","Saint Monica School","23rd Ave","SIDEWALK","1","2",,"2024","2",,,,"2024 Jan 05 02:11:47 PM","2024 Jun 17 10:17:16 AM",,
"9685","483 GUERRERO ST","Pretty Parlor","GUERRERO","SIDEWALK","1","2",,"2015","8","37.763445","-122.423849","POINT (-122.423848578 37.763444751)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"21309","1810 Van Ness Ave",,"Van Ness Ave","SIDEWALK","2","4",,"2023","10",,,"POINT (-122.422569273 37.792341803)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Russian Hill","3"
"21365","2136 California St","Baradat Properties","California St","SIDEWALK","2","4",,"2023","10",,,"POINT (-122.429527137 37.78950315)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Pacific Heights","2"
"21303","1300 Van Ness Ave","Regency Ballroom","Van Ness Ave","SIDEWALK","2","4",,"2023","10",,,"POINT (-122.421628924 37.787615063)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"9028","201 VAN NESS AVE","Davies Symphony Hall","VAN NESS","SIDEWALK","1","2",,"0","0","37.777436","-122.419981","POINT (-122.419980793 37.777436004)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Hayes Valley","5"
"21779","4720 Geary","Shiatsu Massage","Geary","SIDEWALK","1","2",,"2024","2",,,"POINT (-122.470108002 37.781069985)","2024 Jan 05 02:18:59 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"11131","4218 MISSION ST","The Green Cross","MISSION","SIDEWALK","1","2",,"2015","1","37.729767","-122.430572","POINT (-122.430571497 37.729766909)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Mission","11"
"8974","2999 Mission Street","Casa Guadalupe","Mission Street","SIDEWALK","1","2",,"2018","5","0","0","POINT (-122.417883132 37.749232041)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"11077","180 MONTGOMERY ST","Bank of the West","MONTGOMERY","SIDEWALK","1","2",,"2011","4","37.790731","-122.401956","POINT (-122.401955794 37.790731002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","3"
"8985","962 Valencia St","Chrome Industries","Valencia Street","SIDEWALK","1","2",,"2017","10","0","0","POINT (-122.421466401 37.757497811)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10375","1 DR CARLTON B GOODLETT PL","City Hall","POLK","SIDEWALK","2","4",,"2010","12","37.779319","-122.418804","POINT (-122.418803793 37.779319003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Tenderloin","5"
"10784","448 CORTLAND AVE","Good Life Grocery","CORTLAND","SIDEWALK","1","2",,"2012","11","37.738888","-122.416705","POINT (-122.416704797 37.738888007)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bernal Heights","9"
"11175","3271 16TH ST","Laughing Lotus Yoga Center","16TH","SIDEWALK","2","4",,"0","0","37.764429","-122.425586","POINT (-122.425585793 37.764429005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","8"
"12786","2491 48th Avenue",,"48th Avenue","SIDEWALK","4","8",,"2019","12","37.74012008","-122.50665147","POINT (-122.506651466 37.740120077)","2020 Jan 31 02:21:37 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"21287","600 South Van Ness Ave",,"South Van Ness Ave","SIDEWALK","1","2",,"2023","6",,,"POINT (-122.417407316 37.76349889)","2023 Nov 13 03:39:45 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"9555","151 03RD ST","SF MOMA","03RD","SIDEWALK","1","2",,"2010","0","37.785918","-122.400737","POINT (-122.400736795 37.785918002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10922","5162 03rd Street","Mazzei Hardware Store","03RD","SIDEWALK","1","2",,"2017","2","37.731295","-122.39208","POINT (-122.392079749 37.731294966)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"11919","919 KEARNY ST","House of Nanking","KEARNY","SIDEWALK","1","2",,"2006","0","37.796434","-122.405371","POINT (-122.405370793 37.796434001)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Chinatown","3"
"10801","740 TAYLOR ST","UNKNOWN","TAYLOR","SIDEWALK","1","2",,"2003","0","37.789378","-122.411765","POINT (-122.411764793 37.789378002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Nob Hill","3"
"9905","4252 Irving St","residential","IRVING","SIDEWALK","1","2",,"2015","6","37.762505","-122.50371","POINT (-122.503710282 37.76250511)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"12768","144 2nd St",,"2nd St","SIDEWALK","1","2",,"2019","12","37.78742318","-122.39907627","POINT (-122.399076273 37.787423176)","2020 Jan 31 02:21:36 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10215","801 TREAT AVE","Las Americas Childcare Center","21ST","SIDEWALK","1","2",,"2010","0","37.756822","-122.412738","POINT (-122.412737497 37.756821845)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10101","9 Clement","Active Pilates","CLEMENT","SIDEWALK","1","2",,"2016","11","37.783115","-122.459115","POINT (-122.459114964 37.783114552)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Inner Richmond","1"
"14219","601 Filbert",,"Filbert","SIDEWALK","3","6",,"2021","5",,,"POINT (-122.409562562 37.801355428)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","North Beach","3"
"10883","79 NEW MONTGOMERY ST","Academy of Art University","NEW MONTGOMERY","SIDEWALK","1","2",,"2002","0","37.787885","-122.400522","POINT (-122.400521795 37.787885002)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"20367","46 15th Ave",,"15th Ave","SIDEWALK","1","2",,"2022","6",,,"POINT (-122.401328475 37.767469712)","2023 Feb 03 03:10:00 PM","2024 Jun 17 10:17:16 AM","Mission Bay","6"
"9580","1345 TURK ST","residential","TURK","SIDEWALK","2","4",,"2012","4","37.780313","-122.431218","POINT (-122.431217791 37.780313005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Western Addition","5"
"10354","2254 Clement St","Cigarette Depot","CLEMENT","SIDEWALK","2","4",,"2017","5","37.782166","-122.483325","POINT (-122.483325304 37.782165598)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Outer Richmond","1"
"11736","2101 Irving St","22nd Avenue Market","22ND","SIDEWALK","2","4",,"2017","7","37.76335","-122.480364","POINT (-122.480364295 37.763350323)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Sunset/Parkside","4"
"11297","1347 Church St","Mojo Chiropractic","CHURCH","SIDEWALK","2","4",,"2016","7","37.749356","-122.427119","POINT (-122.427119177 37.749356392)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Noe Valley","8"
"9693","1100 CESAR CHAVEZ ST","Veritable Vegetable","CESAR CHAVEZ","SIDEWALK","1","2",,"2011","4","37.750448","-122.389007","POINT (-122.389006801 37.750448003)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Bayview Hunters Point","10"
"12059","3242 22ND ST","Escape from New York Pizza","22ND","ROADWAY","6","12",,"2012","6","37.755522","-122.419539","POINT (-122.419538796 37.755522005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"14413","2121 3rd St","The Gantry","3rd St","SIDEWALK","1","2",,"2021","12",,,"POINT (-122.388780044 37.762688989)","2021 Dec 29 04:46:38 PM","2024 Jun 17 10:17:16 AM","Potrero Hill","10"
"10008","3905 SACRAMENTO ST","Doctor's office","SACRAMENTO","SIDEWALK","1","2",,"2010","9","37.786588","-122.457182","POINT (-122.457181787 37.786588005)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Presidio Heights","2"
"21464","5501 Geary","East West Bank","Geary","SIDEWALK","1","2",,"2024","2",,,,"2024 Jan 05 02:11:47 PM","2024 Jun 17 10:17:16 AM",,
"12769","181 2nd St",,"2nd St","SIDEWALK","2","4",,"2019","12","37.78700701","-122.39852846","POINT (-122.398528458 37.787007008)","2020 Jan 31 02:21:36 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"10254","261 SOUTH VAN NESS AVE","10th Planet Jiu Jitsu","SOUTH VAN NESS","SIDEWALK","2","4",,"2015","8","37.76902","-122.417701","POINT (-122.417700538 37.769020181)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Mission","9"
"10610","374 Brannan St","Breather","BRANNAN","SIDEWALK","1","2",,"2016","8","37.780578","-122.393805","POINT (-122.3938049 37.780577922)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Financial District/South Beach","6"
"11860","560 CENTRAL AVE","Bistro Central Parc","CENTRAL","SIDEWALK","3","6",,"2012","2","37.774997","-122.444267","POINT (-122.44426679 37.774997006)","2020 Jan 29 12:38:25 PM","2024 Jun 17 10:17:16 AM","Lone Mountain/USF","5"
